name;synonyme;comment
Taunton Ma;norton taunton;
Tavistock;enprented exempt monastery tauestok denshyre;
Tavistock;tauystoke;
Tewkesbury;tewkesbury england;
Tharangampadi;tara ka ap i;
Tharangampadi;tara ka ap iyil;
Tharangampadi;tara ka pi;
Tharangampadi;tara ka p iyile;
Tharangampadi;tarankanapaṭi;
Tharangampadi;taraṅkaṉapaṭi;
Tharangampadi;tarankanapaṭiyile;
Tharangampadi;taraṅkaṉapaṭiyilē;
Tharangampadi;tarankanpaṭi;
Tharangampadi;taraṅkaṉpaṭi;
Tharangampadi;tarankanpaṭiyile;
Tharangampadi;taraṅkaṉpaṭiyile;
Tharangampadi;trancambar;
Tharangampadi;trangambar;
Tharangampadi;trangambariae;
Tharangampadi;trankebar;
Tharangampadi;trankenbar;
Tharangampadi;trankenbariae;
Tharangampadi;tranquebar;
Tharangampadi;tranquebarae littore coromandelino;
Tharangampadi;tranquebar em india oriental na costa de coromandel;
Tharangampadi;tranquebariae;
Tharangampadi;tranquebariae india orient ad littus coromandelinum;
Tharangampadi;tranquebariae littore coromandelino;
Tharangampadi;tranquebar na costa de coromandel em india oriental;
Tharangampadi;tranquebar ost indien;
The Hague;de hague;
The Hague;haag;
The Hague;hagae;
The Hague;hagae;
The Hague;hagae comitum;
The Hague;hage;
The Hague;hagh;
The Hague;haghe;
The Hague;hagh hague;
The Hague;hagh the hague;
The Hague;haguae;
The Hague;hague;
The Hague;hagve;
The Hague;harg;
The Hague;ins graven hage;
The Hague;in the hague;
The Hague;la haye;
The Hague;the hagh;
The Hague;tot de hague;
The Hague;hagh holland;
Tornio;ala tornio;
Tornio;ala-tornio;
Tornio;alatornio;
Torrington Ct;torrington;
Trefeca;eutftccy trefecca;
Trefeca;trefecca;
Trefeca;trefecca breconshire wales;
Trefeca;trevecca;
Trefeca;trevecka;
Treffynnon;holywell;
Trefriw;trefryw;
Tromsö;tromsø;
Trondheim;trondhjem;
Trowbridge;helpertons marsh;
Troy NY;lansinburgh ny;
Troy NY;lansingburgh;
Troy NY;troy;
Troy NY;troy york;
Truru;truro;
Tubingen;tu bingen;
Tubingen;tu bingen;
Tubingen;tübingen;
Tübingen;tuebingen;
Turenki;turengi;
Turku;abae;
Turku;åbae;
Turku;åbae;
Turku;abae;
Turku;abo;
Turku;abo;
Turku;å̊bo;
Turku;åbo;
Turku;abóa;
Turku;aboa;
Turku;aboáe;
Turku;aboae;
Turku;åboae;
Turku;aboae fennorum;
Turku;aboae finnorum;
Turku;aboae ime;
Turku;aboae impensis autoris;
Turku;aboae meime;
Turku;abo a turku;
Turku;abo a turku;
Turku;abóa turku;
Turku;aboa turku;
Turku;aboa  turku;
Turku;aboâ turku;
Turku;abodiae;
Turku;abo e;
Turku;abóe;
Turku;aboe;
Turku;abogiae;
Turku;åbo och stockholm;
Turku;abost;
Turku;åbo stockholm;
Turku;åco;
Turku;adoae po aboae;
Turku;åpo;
Turku;athenis auräicis;
Turku;azo bo;
Turku;azu bo;
Turku;enthlímmenon abóe;
Turku;enthli mmenon en abo e;
Turku;enthlímmenon en abóe;
Turku;förut stockholm å nyo åbo;
Turku;förut tryckt i stockholm och å nyo uplagd i åbo;
Turku;giöthebörisa ruotzin kielen eric stackbergildä mutta palkan edestä suomexi turusa;
Turku;abo;
Turku;åbo;
Turku;abo;
Turku;aboae;
Turku;åbo;
Turku;meime a  åbo;
Turku;meime aboae;
Turku;meimeime  a abo;
Turku;perno;
Turku;prunkkala;
Turku;recusa aboae;
Turku;revisa et recusa aboae;
Turku;suomen niemen turusa;
Turku;turasa;
Turku;turku helsinki;
Turku;turku ja helsinki;
Turku;turku tai viipuri;
Turku;turun kaupungisa;
Turku;turura;
Turku;turura;
Turku;turura;
Turku;turura;
Turku;turus;
Turku;turusa;
Turku;turusa anomuxen jälkeen;
Turku;turusa johan winterildä cuning da boktr dä suures ruhtinan maasa suomes;
Turku;turusa johan winterildä kuning da boktr dä suures ruhtinan maasa suomes;
Turku;turusa pränd;
Turku;turussa;
Turku;turuusa;
Turku;tvrvsa;
Turku;åbo;
Turtle Lake Wi;turtle lake wis;
Twickenham;twickenham england;
Tyrnävä;tyrnaviae;
Ulm;vlm;
Ulverston;alverston;
Uppsala;upsaliae stockholmiae;
Uppsala;junecopiae;
Uppsala;junekopiae;
Uppsala;nu pö nytt vplagdt och vpsala;
Uppsala;vpsala;
Uppsala;upsaliae per eschillum matthiae a nunc recusum stockholmiae;
Uppsala;ubsaliae;
Uppsala;uipsaliae stockholmiae;
Uppsala;uppsal;
Uppsala;uppsalassa;
Uppsala;upsaiae;
Uppsala;upsaiae;
Uppsala;upsal;
Uppsala;upsala;
Uppsala;upsalae;
Uppsala;upsalas;
Uppsala;upsalassa;
Uppsala;upsaliae;
Uppsala;upsaliae aboae;
Uppsala;upsaliae et aboae;
Uppsala;upsaliae ime;
Uppsala;upsaliae meime;
Uppsala;upsalie;
Uppsala;upsalie ime;
Uppsala;upsalie meime;
Uppsala;upsalis;
Uppsala;vbsaliae;
Uppsala;vppsala;
Uppsala;vpsala;
Uppsala;vpsaliae;
Upton NY;upton stillwater ny;
USA;u s a;
USA;u sa;
USA;united state;
USA;united states;
Utrecht;te utrecht;
Utrecht;ultraiecti;
Utrecht;vtrecht;
Utrecht;vtrick;
Uttoxeter;utoxeter;
Uusikaarlepyy;nykarleby;
Uusikaarlepyy;uusikaarlebyy;
Uusikaupunki;jetzo auffs newe stade;
Uusikaupunki;nystad;
Uusikaupunki;uudessakaupungissa;
Vaasa;nikolainkaupungissa;
Vaasa;nikolainkaupunki;
Vaasa;nikolaistad;
Vaasa;nya wasa;
Vaasa;t waasasa;
Vaasa;vaasassa;
Vaasa;vasa;
Vaasa;waasa;
Vaasa;waasasa;
Vaasa;waasassa;
Vaasa;wasa;
Vaasa;wasae;
Vaasa;wasa nikolaistad;
Vaasa;wasasa;
Vaasa;wasasa t;
Valamo;valaam;
Valletta;malta;
Valletta;malte;
Valletta;melitae;
Vantaa;tikkurila;
Västerås;arosia;
Västerås;arosiae;
Västerås;arosiensis;
Västerås;wästeråås;
Västerås;wästeråhs;
Västerås;wästerås;
Västerås;westeråhs;
Västerås;westerås;
Västerås;westrosia;
Västerös;vthi wästeröös;
Västerös;vthi wästerös;
Västerös;wästeröös;
Västerös;wästerös;
Vatican;ecclesiopoli;
Venice;italy;
Venice;venedig;
Venice;venetia;
Venice;venetiis;
Venice;venetijs;
Venice;venezia;
Venice;venise;
Vevey;vevay;
Vevey;vevay switzerland;
Vienna;vi den;
Vienna;vi den';
Vienna;vïden;
Vienna;vïden';
Vienna;vindobonae;
Vienna;wien;
Vienna;wien leipzig;
Viljandi;wiljandi;
Viljandi;wiljandis;
Vilnius;vilna;
Vilnius;vilnae;
Vilnius;wilno;
Virginia Mn;virginia minn;
Visingsborg;wijsingsborg;
Visingsborg;wijsingzborg;
Visingsborg;wisingsburgi;
Visingsborg;wisingsbvrgi;
Visingsborg;wisingzborg;
Vyborg;b viipurin läänin maatalouskomisioni;
Vyborg;j cedervaller poikineen;
Vyborg;viborg;
Vyborg;viborgae;
Vyborg;vibourg;
Vyborg;viburgiae;
Vyborg;viipuri;
Vyborg;viipuri mikkeli;
Vyborg;viipurissa;
Vyborg;vyborg';
Vyborg;vyborg'';
Vyborg;wib;
Vyborg;wiborg;
Vyborg;wiborgh;
Vyborg;wiburg;
Vyborg;wiburgae;
Vyborg;wiburgi;
Vyborg;wiburgiae;
Vyborg;wiburis;
Vyborg;wiburisa;
Vyborg;wiiburisa;
Vyborg;wiipuri;
Vyborg;wiipurissa;
Vyborg;wijbor;
Vyborg;wijborg;
Vyborg;wjburgi;
Vyborg;wyburg;
Walpole NH;walpole;
Walpole NH;walpole newhamphire;
Walpole NH;walpole new hampshire;
Walpole NH;walpole newhampshire;
Walpole NH;walpole n w hampshire;
Warminster;market place warminster;
Warminster Pa;warminster bucks county pa;
Warren RI;warren rhode island;
Warren RI;warren r island;
Warren RI;warren rrode island;
Warrington;warington;
Warrington;warringtom;
Warrington;warrington england;
Warrington;warringtoniae;
Warrington;warringtoniae;
Warsaw;varšava;
Warsaw;vars ava;
Warsaw;vars ava;
Warsaw;varsova;
Warsaw;varsovie;
Warsaw;warschau;
Warsaw;warsow;
Warsaw;warszawa;
Washington DC;city washington;
Washington DC;city washington dc;
Washington DC;district columbia;
Washington DC;washington;
Washington DC;washington city;
Washington DC;washington city dc;
Washington DC;washington territory columbia;
Washington Pa;washington penn;
Waterford;vvaterford;
Waterford;waterfoord;
Waterford;waterfordiae;
Waterford;waterford in ireland;
Waterford;waterford ireland;
Watertown Ma;watertown;
Watertown Ma;watertown mass;
Watertown Ma;watertown mass england;
Watford;watton;
Watton Mi;watton mich;
Weimar;weimar verlage des industrie comptoirs;
Westminster (Ambiguous);westmynstre;Ambiguous
Westport Ct;westport;
West Springfield Ma;west springfield mass;
Wexford;wexford ireland;
Weymouth;waymouth;
Whitby;whitby england;
Whitehall Pa;white hall pa;
Whitehall Pa;whitehall penn;
Whitehaven;whitehaven england;
Whitesboro NY;whitesborough ny;
Whitesboro NY;whitestown ny;
Wiesenthal;wiesenthal und malmesburg;
Wilkes-Barre Pa;wilkes barre pa;
Wilkes-Barre Pa;wilkesbarre pa;
Williamsburg Va;williamsburg;
Williamsburg Va;williamsburgh va;
Williamsburg Va;williamsburg annapolis;
Wilmington De;wilmington;
Wilmington De;wilmington del;
Wilmington De;wilmington delaware;
Wilmington De;wilmingtonii del;
Wilmington De;wilmingtoni wilmington del;
Wilmington NC;wilmington north carolina;
Winchester;wincherter;
Winchester (England);winchester england;
Winchester (England);winchester or oxford;
Windham Ct;windham conn;
Windsor;windsor england;
Windsor Ct;windsor connecticut;
Windsor Vt;windsor vermont;
Wirzburg;vvirtsburgh;
Wisbech;wisbich;
Wismar;wismariae;
Wittenberg;edita wittebergae;
Wittenberg;vitebergae;
Wittenberg;vitembergae;
Wittenberg;witebergae;
Wittenberg;witemberg;
Wittenberg;wittebergae;
Wittenberg;wittenbergae;
Wittenberg;wittenberge;
Wokingham;wokingham england;
Wolston;wolston warks;
Wolverhampton;w hampton;
Wolverhampton;wolverhampton england;
Wolverhampton;woverhampton;
Woodbridge NJ;woodbridge;
Woodbridge NJ;woodbridge in new jersey;
Woodbridge NJ;woodbridge new jersey;
Woodbridge NJ;woodbridge n w jersey;
Worcester;ad imprimeniume solum worceter;
Worcester;anno m d xlix worceter;
Worcester England;worcester england;
Worcester;worcestershire;
Worcester;worceter;
Worcester;worchester;
Worcester Ma;massachusetts bay worcester;
Worcester Ma;wigorniae;
Worcester Ma;wigorniae massachusettensis;
Worcester Ma;worcester mass;
Worcester Ma;worcester massachusetts;
Worcester Ma;worcester masschusetts;
Worcester Ma;worchester ma;
Worcester Ma;america worcester massachusetts;
Worcester Ma;massachusetts worcester;
Wotton-under-Edge;wotton;
Wotton-under-Edge;wotton under edge;
Wotton-under-Edge;wotton underedge;
Wrexham;glynd;
Wrexham;gwrecsam;
Wrexham;ngwrecsam;
Wrexham;wreham;
Wurzburg;wu rzburg;
Wurzburg;wu rzburg;
Wurzburg;würzburg;
Y Bont-faen;pont y fon;
Y Bont-faen;y bont faen;
Yeovil;yeovil england;
York (Ambiguous);eboraci;Ambiguous
York (Ambiguous);ebor um;Ambiguous
York (Ambiguous);yorck;Ambiguous
York (Ambiguous);yor k;Ambiguous
York (Ambiguous);york;Ambiguous
York (Ambiguous);york by;Ambiguous
York (Ambiguous);yorke;Ambiguous
York (Ambiguous);yorr;Ambiguous
York England;yorke now london;
York England;yorke london;
York Pa;york town pa;
York Pa;york town penn;
York Pe;york pennsylvania;
Youghal;youghall;
Yr Wyddgrug;wyddgrug;
Yverdon-les-Bains;yverdon;
Zeiz-Bahren;zeiz;
Zürich;switzerland;
Zürich;tiguri;
Zürich;tigvri;
Zürich;zuerich;
Zürich;zu rich;
Zürich;zu rich;
Zürich;zürich;
Zürich;zurich;
Zürich;zurych;
Zürich;tiguri zurich;
Zweibrücken;zweibruecken;
NA;agnifitiae;not a place
NA;berttula;
NA;cedervaller poikineen;
NA;folkhögskolan breidablick;
Jena;i.e nae;
Jena;i.e na;
NA;meime athenis auräicis;
NA;meime wisingsbvrgi;
NA;piitem;
NA;u r'ev'';
NA;ûr'ev'';
NA;abroad;
NA;providentiae;
NA;prs;
NA;north;
NA;borough;
NA;pace;
NA;utopia;
NA;rochell;
NA;permissu superiorum;
NA;paslic;
NA;nulun;
NA;menley;
NA;melvill;
NA;little britain;
NA;la trinite;
NA;kemmish;
NA;je ne sai ou;
NA;insula;
NA;imp;
NA;illegible;
NA;highwayman;
NA;europ;
NA;eleutheropolis;
NA;continental;
NA;continent;
NA;californien;
NA;bwten lonnen;
NA;bs l;
NA;albigion;
NA;actually abroad;
Edinburgh;Leith;
New Bern NC;North carolina;
Taunton;Norton near taunton;
Dover De;Dover del;
Germantown PA;Germantown Pe;
Hannover PA;Hannover pa;
York canada	
Baltimore Md;Baltimore Ma;
The Hague;Hagae comitis;
NA;Hall;
Great Yarnmouth;Great yarmouth;
Lynn;Lynn england;
Aberdeen;Ad exemplar abredoniae;
NA;Bishop s castle;
Breslau;Breslau hirschberg und lissa suedpr;
Briston NY;Bristol NY;
Dover DE;Dover delaware;
Eton;Etonae collegio regali usum schole etonens;
Florence;Florence m cartie tralee;
St Peter Port;Guernesey st peter port;
Inis Corthaidh;Inis Córthaidh;
NA;La Trinite;
Lausanne;Lausanne genève;
Lausanne;Lausanne grasset;
Edinburgh;Leith scotland;
London;L lvndain;
Caen;Neulye caen;
Northallerton;North allerton;
North Yarmouth Me;North Yarmouth Me;
Oxford;Oxoniae hen hall acad typog impensis fran oxlad;
Oxford;Oxoniae officina typographica iosephi barnesii;
Portsmouth;Portsmouth exeter;
Ghent;Rothomage n;
NA;St christopher s;
London;St george s fields;
St George;St george s town grenada;
NA;St john s;
St Mary's Md;St mary s md;
London;Utopia london;
Waltham Saint Lawrence;Waltham saint lawrence;
Wesel;Wesel elsas;
Wittenberg;Wyttenberge london;
